Delivered_On_Time,Delay_Status,Delay_Binary,Customer_rating,Customer_care_calls,Discount_offered,Weight_in_gms,Weight_Discount,HighDiscount_LowRating,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium
1,On Time,0,4,4,35,1234,43190,0,0,0,0,1,0,1,0,0
1,On Time,0,4,4,35,1210,42350,0,0,0,1,0,0,1,1,0
1,On Time,0,3,3,42,1763,74046,0,0,0,0,1,0,1,1,0
1,On Time,0,1,5,60,2067,124020,1,0,0,0,0,0,1,1,0
1,On Time,0,3,3,61,1452,88572,0,1,0,0,0,0,1,0,1
1,On Time,0,3,3,45,1212,54540,0,0,1,0,0,0,1,0,0
1,On Time,0,2,4,35,3583,125405,1,0,0,0,1,0,1,0,0
1,On Time,0,1,4,13,1569,20397,0,0,0,1,0,0,1,1,0
1,On Time,0,1,6,60,3416,204960,1,0,0,0,1,0,1,0,1
1,On Time,0,5,5,36,2803,100908,0,0,0,0,0,0,1,0,1
1,On Time,0,5,3,59,3651,215409,0,1,0,0,0,0,1,0,1
1,On Time,0,5,5,47,1246,58562,0,0,1,0,0,0,1,0,1
1,On Time,0,5,4,27,1840,49680,0,0,0,0,1,0,1,0,1
1,On Time,0,1,4,2,2980,5960,0,0,0,1,0,0,1,1,0
1,On Time,0,4,3,42,2992,125664,0,0,0,0,1,0,1,1,0
1,On Time,0,3,6,43,2300,98900,0,0,0,0,0,0,1,0,0
1,On Time,0,3,3,37,3220,119140,0,1,0,0,0,0,1,1,0
1,On Time,0,1,4,50,1413,70650,1,0,1,0,0,0,1,1,0
1,On Time,0,1,5,64,2529,161856,1,0,0,0,1,0,1,1,0
1,On Time,0,5,5,34,2708,92072,0,0,0,1,0,0,1,0,0
1,On Time,0,5,5,26,1184,30784,0,0,0,0,1,0,1,0,1
1,On Time,0,1,3,55,1339,73645,1,0,0,0,0,0,1,0,1
1,On Time,0,2,4,48,2371,113808,1,1,0,0,0,0,1,0,0
1,On Time,0,4,3,12,1779,21348,0,0,1,0,0,0,1,0,0
1,On Time,0,2,2,55,1211,66605,1,0,0,0,1,0,1,1,0
1,On Time,0,1,4,35,1989,69615,1,0,0,1,0,0,1,0,1
1,On Time,0,5,6,48,1990,95520,0,0,0,0,1,0,1,0,1
1,On Time,0,5,4,44,1756,77264,0,0,0,0,0,0,1,1,0
1,On Time,0,3,4,10,1179,11790,0,1,0,0,0,0,1,1,0
1,On Time,0,5,4,38,3139,119282,0,0,1,0,0,0,1,0,1
1,On Time,0,1,4,58,1516,87928,1,0,0,0,1,0,1,1,0
1,On Time,0,3,4,55,2387,131285,0,0,0,1,0,0,1,1,0
1,On Time,0,4,3,55,2779,152845,0,0,0,0,1,0,1,0,0
1,On Time,0,5,4,39,1411,55029,0,0,0,0,0,0,1,1,0
1,On Time,0,2,5,28,1921,53788,0,1,0,0,0,0,1,1,0
1,On Time,0,2,4,37,2200,81400,1,0,1,0,0,0,1,0,1
1,On Time,0,2,3,54,1614,87156,1,0,0,0,1,0,1,1,0
1,On Time,0,2,5,10,3604,36040,0,0,0,1,0,0,1,1,0
1,On Time,0,4,3,50,1540,77000,0,0,0,0,1,0,1,0,1
1,On Time,0,3,3,55,1229,67595,0,0,0,0,0,0,1,0,0
1,On Time,0,1,4,60,3080,184800,1,1,0,0,0,0,1,0,0
1,On Time,0,3,4,38,1767,67146,0,0,1,0,0,0,1,1,0
1,On Time,0,1,6,37,2239,82843,1,0,0,0,1,0,1,0,1
1,On Time,0,1,5,49,3187,156163,1,0,0,1,0,0,1,0,1
1,On Time,0,1,3,18,2240,40320,0,0,0,0,1,0,1,0,1
1,On Time,0,2,5,16,1499,23984,0,0,0,0,0,0,1,0,1
1,On Time,0,3,4,9,1909,17181,0,1,0,0,0,0,1,0,1
1,On Time,0,3,4,38,2526,95988,0,0,1,0,0,0,1,1,0
1,On Time,0,1,3,25,3689,92225,0,0,0,0,1,0,1,1,0
1,On Time,0,4,6,47,4000,188000,0,0,0,1,0,0,1,0,0
1,On Time,0,2,3,49,3749,183701,1,0,0,0,1,0,1,1,0
1,On Time,0,3,4,15,1601,24015,0,0,0,0,0,0,1,1,0
1,On Time,0,4,5,24,3621,86904,0,1,0,0,0,0,1,1,0
1,On Time,0,2,5,6,2059,12354,0,0,1,0,0,0,1,0,0
1,On Time,0,1,5,44,1635,71940,1,0,0,0,1,0,1,0,1
1,On Time,0,3,3,55,1847,101585,0,0,0,1,0,0,1,0,1
1,On Time,0,1,4,37,3510,129870,1,0,0,0,1,0,1,0,0
1,On Time,0,5,3,35,1597,55895,0,0,0,0,0,0,1,0,0
1,On Time,0,3,2,29,1254,36366,0,1,0,0,0,0,1,1,0
1,On Time,0,4,4,57,1361,77577,0,0,1,0,0,0,1,0,1
1,On Time,0,5,6,14,1204,16856,0,0,0,0,1,0,1,0,1
1,On Time,0,5,4,38,1095,41610,0,0,0,1,0,0,1,1,0
1,On Time,0,2,4,30,1336,40080,0,0,0,0,1,0,1,1,0
1,On Time,0,3,4,46,2904,133584,0,0,0,0,0,0,1,0,1
1,On Time,0,5,4,21,1683,35343,0,1,0,0,0,0,1,1,0
1,On Time,0,4,4,11,2282,25102,0,0,1,0,0,0,1,1,0
1,On Time,0,4,3,49,2643,129507,0,0,0,0,1,0,1,0,0
1,On Time,0,1,4,12,1519,18228,0,0,0,1,0,0,1,1,0
1,On Time,0,5,5,44,1547,68068,0,0,0,0,1,0,1,1,0
1,On Time,0,2,4,49,3225,158025,1,0,0,0,0,0,1,0,1
1,On Time,0,2,6,35,1625,56875,1,1,0,0,0,0,1,1,0
1,On Time,0,2,4,13,1785,23205,0,0,1,0,0,0,1,1,0
1,On Time,0,5,6,55,1078,59290,0,0,0,0,1,0,1,1,0
1,On Time,0,2,4,28,1915,53620,0,0,0,1,0,0,1,1,0
1,On Time,0,1,6,63,1548,97524,1,0,0,0,1,0,1,1,0
1,On Time,0,4,4,21,1495,31395,0,0,0,0,0,0,1,0,1
1,On Time,0,1,4,47,1308,61476,1,1,0,0,0,0,1,1,0
1,On Time,0,2,5,65,1994,129610,1,0,1,0,0,0,1,1,0
1,On Time,0,3,3,48,3425,164400,0,0,0,0,1,0,1,0,1
1,On Time,0,4,4,65,2280,148200,0,0,0,1,0,1,0,1,0
1,On Time,0,1,3,17,1129,19193,0,0,0,0,1,1,0,1,0
1,On Time,0,1,3,44,1994,87736,1,0,0,0,0,1,0,1,0
1,On Time,0,1,5,32,3832,122624,1,1,0,0,0,1,0,1,0
1,On Time,0,5,5,34,1008,34272,0,0,1,0,0,1,0,1,0
1,On Time,0,1,4,9,1431,12879,0,0,0,0,1,1,0,0,1
1,On Time,0,4,2,50,3878,193900,0,0,0,1,0,1,0,1,0
1,On Time,0,3,4,15,3155,47325,0,0,0,0,1,1,0,1,0
1,On Time,0,3,3,18,2397,43146,0,0,0,0,0,1,0,1,0
1,On Time,0,2,4,45,3008,135360,1,1,0,0,0,1,0,1,0
1,On Time,0,5,3,62,2971,184202,0,0,1,0,0,1,0,1,0
1,On Time,0,3,4,37,1597,59089,0,0,0,0,1,1,0,0,1
1,On Time,0,4,4,8,2306,18448,0,0,0,1,0,1,0,0,1
1,On Time,0,5,5,23,1922,44206,0,0,0,0,1,1,0,0,1
1,On Time,0,2,3,48,1079,51792,1,0,0,0,0,1,0,0,1
1,On Time,0,5,4,41,3101,127141,0,1,0,0,0,1,0,0,1
1,On Time,0,3,4,22,2138,47036,0,0,1,0,0,1,0,0,1
1,On Time,0,1,3,11,2791,30701,0,0,0,0,1,1,0,0,1
1,On Time,0,3,3,9,2069,18621,0,0,0,1,0,1,0,0,1
1,On Time,0,1,3,7,1316,9212,0,0,0,0,1,1,0,0,1
1,On Time,0,3,3,61,1053,64233,0,0,0,0,0,1,0,0,1
1,On Time,0,4,3,49,2942,144158,0,1,0,0,0,1,0,0,1
1,On Time,0,1,6,12,1592,19104,0,0,1,0,0,0,0,0,0
1,On Time,0,2,3,32,1791,57312,1,0,0,0,1,0,0,1,0
1,On Time,0,4,5,5,2041,10205,0,0,0,1,0,0,0,0,1
1,On Time,0,2,4,57,2377,135489,1,0,0,0,1,0,0,1,0
1,On Time,0,2,4,5,1610,8050,0,0,0,0,0,0,0,1,0
1,On Time,0,5,3,1,1982,1982,0,1,0,0,0,0,0,0,0
1,On Time,0,3,2,17,3555,60435,0,0,1,0,0,0,0,1,0
1,On Time,0,2,3,19,1922,36518,0,0,0,0,1,0,0,0,1
1,On Time,0,1,3,64,3627,232128,1,0,0,1,0,0,0,0,1
1,On Time,0,1,4,5,1274,6370,0,0,0,0,1,0,0,1,0
1,On Time,0,5,3,44,3158,138952,0,0,0,0,0,0,0,0,1
1,On Time,0,5,4,28,1557,43596,0,1,0,0,0,0,0,0,1
1,On Time,0,5,4,28,3905,109340,0,0,1,0,0,0,0,0,1
1,On Time,0,5,4,20,2217,44340,0,0,0,0,1,0,0,1,0
1,On Time,0,1,4,45,3021,135945,1,0,0,1,0,0,0,0,1
1,On Time,0,3,6,61,1947,118767,0,0,0,0,1,0,0,0,0
1,On Time,0,2,4,17,1285,21845,0,0,0,0,0,0,0,0,1
1,On Time,0,3,4,58,2579,149582,0,1,0,0,0,0,0,0,1
1,On Time,0,2,6,14,2514,35196,0,0,1,0,0,0,0,1,0
1,On Time,0,4,4,29,2915,84535,0,0,0,0,1,0,0,1,0
1,On Time,0,2,5,27,2999,80973,0,0,0,1,0,0,0,1,0
1,On Time,0,1,4,9,2414,21726,0,0,0,0,1,0,0,1,0
1,On Time,0,4,4,46,3599,165554,0,0,0,0,0,0,1,0,1
1,On Time,0,1,3,6,3496,20976,0,1,0,0,0,0,1,0,1
1,On Time,0,5,5,65,3840,249600,0,0,1,0,0,0,1,0,1
1,On Time,0,3,5,48,2481,119088,0,0,0,0,1,0,1,1,0
1,On Time,0,1,3,12,2779,33348,0,0,0,1,0,0,1,0,1
1,On Time,0,5,4,16,3722,59552,0,0,0,0,1,0,1,0,1
1,On Time,0,2,2,33,1217,40161,1,0,0,0,0,0,1,1,0
1,On Time,0,5,3,54,3145,169830,0,1,0,0,0,0,1,1,0
1,On Time,0,4,4,15,3425,51375,0,0,1,0,0,0,1,1,0
1,On Time,0,1,5,20,1082,21640,0,0,0,0,1,0,1,1,0
1,On Time,0,3,5,12,3400,40800,0,0,0,1,0,0,1,1,0
1,On Time,0,1,4,4,3686,14744,0,0,0,0,1,0,1,0,1
1,On Time,0,3,3,63,2481,156303,0,0,0,0,0,0,1,1,0
1,On Time,0,4,5,9,3332,29988,0,1,0,0,0,0,1,1,0
1,On Time,0,3,4,63,1615,101745,0,0,1,0,0,0,1,0,1
1,On Time,0,5,3,50,2848,142400,0,0,0,0,1,0,1,1,0
1,On Time,0,2,4,13,3097,40261,0,0,0,1,0,0,1,1,0
1,On Time,0,2,3,44,2010,88440,1,0,0,0,1,0,1,1,0
1,On Time,0,4,6,58,1463,84854,0,0,0,0,0,0,1,1,0
1,On Time,0,4,3,43,1542,66306,0,1,0,0,0,0,1,0,1
1,On Time,0,4,4,63,1387,87381,0,0,1,0,0,0,1,0,1
1,On Time,0,3,5,9,3715,33435,0,0,0,0,1,0,1,0,1
1,On Time,0,5,3,52,2170,112840,0,0,0,1,0,0,1,1,0
1,On Time,0,5,4,50,1511,75550,0,0,0,0,1,0,1,0,1
1,On Time,0,2,4,62,3198,198276,1,0,0,0,0,0,1,1,0
1,On Time,0,3,4,22,3124,68728,0,1,0,0,0,0,1,0,1
1,On Time,0,3,5,37,1290,47730,0,0,1,0,0,0,1,0,1
1,On Time,0,1,3,1,2597,2597,0,0,0,0,1,0,1,0,0
1,On Time,0,2,3,47,2467,115949,1,0,0,1,0,0,1,0,1
1,On Time,0,2,3,54,2809,151686,1,0,0,0,1,0,1,0,1
1,On Time,0,4,3,57,1582,90174,0,0,0,0,0,0,1,0,0
1,On Time,0,3,3,7,1235,8645,0,1,0,0,0,0,1,1,0
1,On Time,0,4,3,41,2042,83722,0,0,1,0,0,0,1,1,0
1,On Time,0,1,4,37,2716,100492,1,0,0,0,1,0,1,0,1
1,On Time,0,4,5,1,3709,3709,0,0,0,1,0,0,1,0,1
1,On Time,0,2,5,38,2211,84018,1,0,0,0,1,0,1,1,0
1,On Time,0,2,2,8,3127,25016,0,0,0,0,0,0,1,1,0
1,On Time,0,1,4,4,2724,10896,0,1,0,0,0,0,1,1,0
1,On Time,0,4,3,57,2714,154698,0,0,1,0,0,0,1,0,1
1,On Time,0,3,3,10,1751,17510,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,1,2808,2808,0,0,0,1,0,0,1,1,0
1,On Time,0,4,3,13,2733,35529,0,0,0,0,1,0,1,0,0
1,On Time,0,5,5,21,1648,34608,0,0,0,0,0,0,1,0,1
1,On Time,0,5,5,35,2508,87780,0,1,0,0,0,0,1,1,0
1,On Time,0,3,4,2,2125,4250,0,0,1,0,0,0,1,0,1
1,On Time,0,3,5,25,2503,62575,0,0,0,0,1,0,1,1,0
1,On Time,0,5,3,54,3890,210060,0,0,0,1,0,0,1,0,1
1,On Time,0,4,4,15,1030,15450,0,0,0,0,1,0,1,0,1
1,On Time,0,5,3,49,1333,65317,0,0,0,0,0,0,1,1,0
1,On Time,0,4,3,32,1085,34720,0,1,0,0,0,0,1,0,1
1,On Time,0,2,4,21,3088,64848,0,0,1,0,0,0,1,1,0
1,On Time,0,4,4,55,2361,129855,0,0,0,0,1,0,1,1,0
1,On Time,0,1,4,65,1706,110890,1,0,0,1,0,0,1,0,1
1,On Time,0,3,4,15,1080,16200,0,0,0,0,1,0,1,0,1
1,On Time,0,4,5,43,2971,127753,0,0,0,0,0,0,1,0,0
1,On Time,0,1,6,8,2952,23616,0,1,0,0,0,0,1,0,1
1,On Time,0,3,4,1,2336,2336,0,0,1,0,0,0,1,0,1
1,On Time,0,1,3,51,3976,202776,1,0,0,0,1,0,1,0,1
1,On Time,0,4,5,64,1677,107328,0,0,0,1,0,0,1,0,1
1,On Time,0,3,4,20,3617,72340,0,0,0,0,1,0,1,1,0
1,On Time,0,2,6,54,1332,71928,1,0,0,0,0,0,1,1,0
1,On Time,0,4,3,25,1048,26200,0,1,0,0,0,0,1,1,0
1,On Time,0,2,2,23,1283,29509,0,0,1,0,0,0,1,0,1
1,On Time,0,5,2,17,3896,66232,0,0,0,0,1,0,1,1,0
1,On Time,0,3,5,52,2611,135772,0,0,0,1,0,0,1,1,0
1,On Time,0,3,5,23,3981,91563,0,0,0,0,1,0,1,1,0
1,On Time,0,2,3,29,2164,62756,0,0,0,0,0,0,1,1,0
1,On Time,0,4,4,8,1145,9160,0,1,0,0,0,0,1,1,0
1,On Time,0,3,2,62,1124,69688,0,0,1,0,0,0,1,0,1
1,On Time,0,3,4,44,2291,100804,0,0,0,0,1,0,1,0,1
1,On Time,0,1,5,12,1775,21300,0,0,0,1,0,0,1,0,0
1,On Time,0,1,3,4,3947,15788,0,0,0,0,1,0,1,1,0
1,On Time,0,3,2,28,1624,45472,0,0,0,0,0,0,1,0,1
1,On Time,0,1,5,31,3454,107074,1,1,0,0,0,0,1,0,1
1,On Time,0,5,3,24,1300,31200,0,0,1,0,0,0,1,0,1
1,On Time,0,3,4,37,2938,108706,0,0,0,0,1,0,1,1,0
1,On Time,0,1,3,1,2713,2713,0,0,0,1,0,0,1,1,0
1,On Time,0,5,4,25,1538,38450,0,0,0,0,1,0,1,0,1
1,On Time,0,1,5,65,2488,161720,1,0,0,0,0,0,1,0,1
1,On Time,0,1,3,49,2823,138327,1,1,0,0,0,0,1,0,1
1,On Time,0,1,3,18,3346,60228,0,0,1,0,0,0,1,0,1
1,On Time,0,4,4,29,2267,65743,0,0,0,0,1,0,1,0,1
1,On Time,0,5,4,60,3456,207360,0,0,0,1,0,0,1,0,1
1,On Time,0,5,5,23,3065,70495,0,0,0,0,1,0,1,1,0
1,On Time,0,1,3,44,2848,125312,1,0,0,0,0,0,1,0,1
1,On Time,0,2,4,10,3128,31280,0,1,0,0,0,0,1,0,1
1,On Time,0,1,3,27,1184,31968,0,0,1,0,0,0,1,1,0
1,On Time,0,4,3,7,1627,11389,0,0,0,0,1,0,1,0,1
1,On Time,0,3,3,1,1274,1274,0,0,0,1,0,0,1,1,0
1,On Time,0,2,2,53,2980,157940,1,0,0,0,1,0,1,1,0
1,On Time,0,2,4,15,3632,54480,0,0,0,0,0,0,1,1,0
1,On Time,0,3,5,4,3757,15028,0,1,0,0,0,0,1,1,0
1,On Time,0,4,4,6,3255,19530,0,0,1,0,0,0,1,0,1
1,On Time,0,5,4,25,2682,67050,0,0,0,0,1,1,0,1,0
1,On Time,0,4,3,2,1307,2614,0,0,0,1,0,1,0,1,0
1,On Time,0,5,3,1,3947,3947,0,0,0,0,1,1,0,0,1
1,On Time,0,4,4,43,1651,70993,0,0,0,0,0,1,0,1,0
1,On Time,0,5,3,30,2751,82530,0,1,0,0,0,1,0,1,0
1,On Time,0,5,4,43,2589,111327,0,0,1,0,0,1,0,0,1
1,On Time,0,4,2,5,3986,19930,0,0,0,0,1,1,0,1,0
1,On Time,0,1,4,59,2563,151217,1,0,0,1,0,1,0,0,0
1,On Time,0,5,5,12,2225,26700,0,0,0,0,1,1,0,0,1
1,On Time,0,1,4,47,1540,72380,1,0,0,0,0,1,0,1,0
1,On Time,0,2,3,39,1512,58968,1,1,0,0,0,1,0,0,1
1,On Time,0,1,3,40,3536,141440,1,0,1,0,0,1,0,0,1
1,On Time,0,4,3,4,3534,14136,0,0,0,0,1,1,0,0,1
1,On Time,0,5,4,41,3563,146083,0,0,0,1,0,1,0,0,1
1,On Time,0,1,5,38,2232,84816,1,0,0,0,1,1,0,0,1
1,On Time,0,1,4,61,3812,232532,1,0,0,0,0,1,0,0,1
1,On Time,0,5,5,59,3238,191042,0,1,0,0,0,1,0,0,1
1,On Time,0,5,5,36,3381,121716,0,0,1,0,0,1,0,0,1
1,On Time,0,4,3,28,2356,65968,0,0,0,0,1,1,0,1,0
1,On Time,0,5,4,43,3856,165808,0,0,0,1,0,1,0,0,1
1,On Time,0,3,4,22,2912,64064,0,0,0,0,1,1,0,0,1
1,On Time,0,4,5,59,1178,69502,0,0,0,0,0,1,0,1,0
1,On Time,0,1,3,1,1252,1252,0,1,0,0,0,0,0,1,0
1,On Time,0,5,4,64,1708,109312,0,0,1,0,0,0,0,1,0
1,On Time,0,3,5,51,1429,72879,0,0,0,0,1,0,0,0,1
1,On Time,0,3,4,19,3838,72922,0,0,0,1,0,0,0,1,0
1,On Time,0,2,3,7,1674,11718,0,0,0,0,1,0,0,1,0
1,On Time,0,3,5,24,3473,83352,0,0,0,0,0,0,0,1,0
1,On Time,0,4,5,6,2206,13236,0,1,0,0,0,0,0,0,1
1,On Time,0,5,4,30,1782,53460,0,0,1,0,0,0,0,1,0
1,On Time,0,5,5,47,3644,171268,0,0,0,0,1,0,0,0,1
1,On Time,0,3,4,36,1171,42156,0,0,0,1,0,0,0,1,0
1,On Time,0,2,4,27,3410,92070,0,0,0,0,1,0,0,1,0
1,On Time,0,1,5,58,2098,121684,1,0,0,0,0,0,0,0,1
1,On Time,0,3,4,11,2252,24772,0,1,0,0,0,0,0,0,0
1,On Time,0,1,3,54,1155,62370,1,0,1,0,0,0,0,1,0
1,On Time,0,5,3,21,3559,74739,0,0,0,0,1,0,0,1,0
1,On Time,0,5,6,6,1726,10356,0,0,0,1,0,0,0,1,0
1,On Time,0,2,3,38,3850,146300,1,0,0,0,1,0,0,1,0
1,On Time,0,2,6,44,2057,90508,1,0,0,0,0,0,0,1,0
1,On Time,0,2,3,49,3179,155771,1,1,0,0,0,0,0,0,1
1,On Time,0,4,4,16,1955,31280,0,0,1,0,0,0,0,1,0
1,On Time,0,5,3,45,1665,74925,0,0,0,0,1,0,0,1,0
1,On Time,0,1,3,29,1414,41006,0,0,0,1,0,0,0,1,0
1,On Time,0,4,4,59,1941,114519,0,0,0,0,1,0,1,0,1
1,On Time,0,1,5,43,2994,128742,1,0,0,0,0,0,1,1,0
1,On Time,0,3,5,51,1573,80223,0,1,0,0,0,0,1,1,0
1,On Time,0,5,4,16,2693,43088,0,0,1,0,0,0,1,1,0
1,On Time,0,4,4,9,1620,14580,0,0,0,0,1,0,1,0,0
1,On Time,0,1,4,37,2955,109335,1,0,0,1,0,0,1,0,1
1,On Time,0,2,5,59,2897,170923,1,0,0,0,1,0,1,0,1
1,On Time,0,2,6,57,1265,72105,1,0,0,0,0,0,1,1,0
1,On Time,0,2,4,45,1758,79110,1,1,0,0,0,0,1,1,0
1,On Time,0,3,6,20,1266,25320,0,0,1,0,0,0,1,1,0
1,On Time,0,2,4,28,1040,29120,0,0,0,0,1,0,1,1,0
1,On Time,0,3,6,17,1656,28152,0,0,0,1,0,0,1,1,0
1,On Time,0,2,5,18,1918,34524,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,16,2362,37792,0,0,0,0,0,0,1,1,0
1,On Time,0,5,3,32,1158,37056,0,1,0,0,0,0,1,1,0
1,On Time,0,4,5,24,3443,82632,0,0,1,0,0,0,1,1,0
1,On Time,0,2,5,41,3716,152356,1,0,0,0,1,0,1,0,1
1,On Time,0,3,4,51,1491,76041,0,0,0,1,0,0,1,1,0
1,On Time,0,1,5,24,3446,82704,0,0,0,0,1,0,1,0,1
1,On Time,0,1,4,7,1130,7910,0,0,0,0,0,0,1,1,0
1,On Time,0,4,4,13,2080,27040,0,1,0,0,0,0,1,1,0
1,On Time,0,3,5,54,2905,156870,0,0,1,0,0,0,1,0,1
1,On Time,0,5,4,5,3512,17560,0,0,0,0,1,0,1,0,0
1,On Time,0,4,3,55,1281,70455,0,0,0,1,0,0,1,1,0
1,On Time,0,2,3,26,2683,69758,0,0,0,0,1,0,1,1,0
1,On Time,0,2,6,2,1744,3488,0,0,0,0,0,0,1,1,0
1,On Time,0,4,3,14,3693,51702,0,1,0,0,0,0,1,1,0
1,On Time,0,5,6,55,2052,112860,0,0,1,0,0,0,1,1,0
1,On Time,0,3,3,57,3537,201609,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,5,1205,6025,0,0,0,1,0,0,1,1,0
1,On Time,0,3,3,45,1791,80595,0,0,0,0,1,0,1,1,0
1,On Time,0,5,3,6,1228,7368,0,0,0,0,0,0,1,1,0
1,On Time,0,5,4,55,1457,80135,0,1,0,0,0,0,1,0,1
1,On Time,0,4,5,39,3989,155571,0,0,1,0,0,0,1,1,0
1,On Time,0,5,5,53,1564,82892,0,0,0,0,1,0,1,1,0
1,On Time,0,3,4,25,3851,96275,0,0,0,1,0,0,1,1,0
1,On Time,0,2,4,32,1689,54048,1,0,0,0,1,0,1,0,0
1,On Time,0,5,4,11,3825,42075,0,0,0,0,0,0,1,0,1
1,On Time,0,2,5,15,2471,37065,0,1,0,0,0,0,1,0,1
1,On Time,0,3,6,52,1667,86684,0,0,1,0,0,0,1,1,0
1,On Time,0,5,4,4,1595,6380,0,0,0,0,1,0,1,1,0
1,On Time,0,2,6,26,1585,41210,0,0,0,1,0,0,1,1,0
1,On Time,0,5,4,9,1724,15516,0,0,0,0,1,0,1,1,0
1,On Time,0,2,6,3,1904,5712,0,0,0,0,0,0,1,1,0
1,On Time,0,5,5,35,1725,60375,0,1,0,0,0,0,1,0,1
1,On Time,0,2,7,43,1793,77099,1,0,1,0,0,0,1,1,0
1,On Time,0,2,3,51,1297,66147,1,0,0,0,1,0,1,1,0
1,On Time,0,5,3,60,1840,110400,0,0,0,1,0,0,1,0,1
1,On Time,0,5,6,3,1440,4320,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,6,1459,8754,0,0,0,0,0,0,1,1,0
1,On Time,0,3,4,2,1095,2190,0,1,0,0,0,0,1,0,1
1,On Time,0,4,3,56,1408,78848,0,0,1,0,0,0,1,1,0
1,On Time,0,3,4,16,3444,55104,0,0,0,0,1,0,1,0,1
1,On Time,0,2,3,41,3464,142024,1,0,0,1,0,0,1,1,0
1,On Time,0,4,3,17,1187,20179,0,0,0,0,1,0,1,1,0
1,On Time,0,4,3,54,1885,101790,0,0,0,0,0,0,1,1,0
1,On Time,0,3,5,2,3798,7596,0,1,0,0,0,0,1,0,1
1,On Time,0,5,5,43,3609,155187,0,0,1,0,0,0,1,0,1
1,On Time,0,4,3,53,3538,187514,0,0,0,0,1,0,1,0,0
1,On Time,0,5,4,46,1882,86572,0,0,0,1,0,0,1,0,1
1,On Time,0,4,4,52,1367,71084,0,0,0,0,1,0,1,1,0
1,On Time,0,3,5,1,1916,1916,0,0,0,0,0,0,1,1,0
1,On Time,0,3,3,65,1184,76960,0,1,0,0,0,0,1,0,1
1,On Time,0,4,3,27,2249,60723,0,0,1,0,0,0,1,1,0
1,On Time,0,2,3,6,3620,21720,0,0,0,0,1,0,1,1,0
1,On Time,0,5,4,48,1922,92256,0,0,0,1,0,0,1,1,0
1,On Time,0,3,6,29,2980,86420,0,0,0,0,1,0,1,0,1
1,On Time,0,5,3,27,3840,103680,0,0,0,0,0,0,1,1,0
1,On Time,0,5,4,58,2874,166692,0,1,0,0,0,0,1,0,1
1,On Time,0,5,3,44,1424,62656,0,0,1,0,0,0,1,0,1
1,On Time,0,4,4,27,3436,92772,0,0,0,0,1,0,1,1,0
1,On Time,0,2,3,55,3952,217360,1,0,0,1,0,0,1,1,0
1,On Time,0,4,3,52,2078,108056,0,0,0,0,1,0,1,0,1
1,On Time,0,1,4,50,2430,121500,1,0,0,0,0,0,1,1,0
1,On Time,0,4,4,27,2824,76248,0,1,0,0,0,0,1,0,1
1,On Time,0,1,5,37,3830,141710,1,0,1,0,0,0,1,1,0
1,On Time,0,3,4,33,1980,65340,0,0,0,0,1,0,1,0,1
1,On Time,0,2,3,11,3708,40788,0,0,0,1,0,0,1,1,0
1,On Time,0,3,4,11,2624,28864,0,0,0,0,1,0,1,1,0
1,On Time,0,1,4,15,3460,51900,0,0,0,0,0,0,1,1,0
1,On Time,0,5,3,11,3464,38104,0,1,0,0,0,0,1,1,0
1,On Time,0,5,5,48,2298,110304,0,0,1,0,0,0,1,0,1
1,On Time,0,3,3,42,1363,57246,0,0,0,0,1,0,1,0,1
1,On Time,0,3,2,11,1383,15213,0,0,0,1,0,0,1,0,1
1,On Time,0,2,5,4,3681,14724,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,45,2732,122940,0,0,0,0,0,0,1,1,0
1,On Time,0,3,3,36,3340,120240,0,1,0,0,0,0,1,0,0
1,On Time,0,1,3,18,2832,50976,0,0,1,0,0,0,1,0,1
1,On Time,0,3,4,59,2996,176764,0,0,0,0,1,0,1,1,0
1,On Time,0,1,4,13,1445,18785,0,0,0,1,0,0,1,0,1
1,On Time,0,3,3,55,3375,185625,0,0,0,0,1,0,1,1,0
1,On Time,0,4,3,17,1212,20604,0,0,0,0,0,0,1,0,1
1,On Time,0,5,3,8,3813,30504,0,1,0,0,0,0,1,0,1
1,On Time,0,1,4,28,2211,61908,0,0,1,0,0,1,0,1,0
1,On Time,0,4,4,49,1141,55909,0,0,0,0,1,1,0,1,0
1,On Time,0,2,5,27,3118,84186,0,0,0,1,0,1,0,1,0
1,On Time,0,4,4,6,1930,11580,0,0,0,0,1,1,0,0,1
1,On Time,0,1,3,65,1321,85865,1,0,0,0,0,1,0,1,0
1,On Time,0,4,3,37,1080,39960,0,1,0,0,0,1,0,0,1
1,On Time,0,1,3,20,3181,63620,0,0,1,0,0,1,0,1,0
1,On Time,0,1,6,10,2385,23850,0,0,0,0,1,1,0,1,0
1,On Time,0,3,4,28,1880,52640,0,0,0,1,0,1,0,1,0
1,On Time,0,1,3,3,3040,9120,0,0,0,0,1,1,0,0,1
1,On Time,0,4,4,35,2513,87955,0,0,0,0,0,1,0,0,1
